Name,Email,Age,City,Purchase_Amount
Quinn495,quinn495@gmail.com,40,San Diego,221.89
Olive327,olive327@gmail.com,22,Phoenix,406.04
David24,david24@gmail.com,39,New York,340.18
Frank953,frank953@mail.com,65,Houston,91.35
Frank339,frank339@hotmail.com,53,Dallas,119.77
Mona645,mona645@hotmail.com,29,Chicago,200.81
Tina905,tina905@mail.com,30,San Diego,217.63
Alice722,alice722@outlook.com,31,Houston,377.4
Carol592,carol592@mail.com,24,Boston,97.55
Karen202,karen202@outlook.com,47,Los Angeles,337.0
Paul541,paul541@mail.com,58,New York,197.38
Mona602,mona602@outlook.com,25,New York,423.53
Tina177,tina177@outlook.com,61,Seattle,459.75
Sam87,sam87@outlook.com,61,Chicago,63.34
Jack120,jack120@yahoo.com,29,New York,257.86
Ned611,ned611@hotmail.com,26,Austin,214.4
Paul651,paul651@yahoo.com,52,Seattle,279.68
Paul296,paul296@outlook.com,26,Chicago,421.78
Tina55,tina55@hotmail.com,40,New York,72.58
Mona987,mona987@hotmail.com,53,New York,207.52
Paul426,paul426@hotmail.com,63,Denver,246.91
Carol579,carol579@yahoo.com,19,Boston,149.58
Iris231,iris231@yahoo.com,52,Phoenix,391.47
Sam761,sam761@mail.com,49,New York,61.04
David275,david275@outlook.com,52,Denver,273.31
Bob779,bob779@mail.com,64,San Diego,113.18
Ned105,ned105@yahoo.com,65,Denver,152.37
Bob461,bob461@gmail.com,34,New York,222.34
David795,david795@mail.com,33,Houston,346.12
Tina648,tina648@mail.com,45,Chicago,73.92
Grace834,grace834@gmail.com,31,Boston,287.19
Rose288,rose288@yahoo.com,56,New York,165.21
Jack297,jack297@mail.com,54,Phoenix,492.82
David139,david139@gmail.com,44,Miami,496.28
Eve719,eve719@yahoo.com,26,Houston,357.14
Hank780,hank780@hotmail.com,61,Dallas,75.37
Iris643,iris643@hotmail.com,44,Dallas,42.38
Carol413,carol413@outlook.com,50,Seattle,348.88
Leo466,leo466@mail.com,49,New York,6.22
Carol749,carol749@outlook.com,47,New York,425.8
Rose408,rose408@yahoo.com,31,Dallas,249.88
Karen849,karen849@mail.com,36,New York,291.08
Sam873,sam873@outlook.com,49,Boston,447.61
Bob48,bob48@hotmail.com,24,New York,13.06
Frank452,frank452@hotmail.com,47,New York,105.15
Eve904,eve904@yahoo.com,59,Phoenix,437.84
Iris96,iris96@outlook.com,59,New York,45.8
Frank54,frank54@outlook.com,43,New York,364.36
Hank440,hank440@gmail.com,59,Los Angeles,5.54
Paul80,paul80@yahoo.com,26,Austin,262.12
Olive10,olive10@outlook.com,18,Seattle,409.47
Ned711,ned711@gmail.com,26,San Diego,118.33
Carol749,carol749@outlook.com,24,Los Angeles,186.94
Jack141,jack141@yahoo.com,42,Boston,322.58
Eve71,eve71@gmail.com,51,Austin,307.11
Frank451,frank451@yahoo.com,40,Seattle,315.9
Eve942,eve942@hotmail.com,44,Austin,430.68
Carol919,carol919@gmail.com,24,Chicago,296.84
Mona360,mona360@yahoo.com,45,New York,127.65
Carol255,carol255@mail.com,53,Austin,361.98
Jack798,jack798@outlook.com,62,New York,106.7
Tina522,tina522@hotmail.com,30,Seattle,151.29
Bob803,bob803@hotmail.com,33,San Diego,60.81
Paul654,paul654@mail.com,56,Los Angeles,444.92
Alice370,alice370@hotmail.com,38,Chicago,431.1
Sam431,sam431@yahoo.com,41,New York,382.55
Carol18,carol18@gmail.com,55,Los Angeles,134.78
Bob945,bob945@hotmail.com,21,Boston,255.77
Quinn786,quinn786@hotmail.com,44,Dallas,45.8
Rose551,rose551@outlook.com,57,Chicago,46.38
Carol524,carol524@yahoo.com,31,Boston,270.51
Mona601,mona601@gmail.com,58,Boston,158.53
Ned748,ned748@yahoo.com,33,New York,47.68
Ned119,ned119@mail.com,47,Austin,32.24
Frank123,frank123@yahoo.com,18,Seattle,352.24
Frank509,frank509@mail.com,40,New York,392.58
Iris171,iris171@outlook.com,41,Chicago,367.8
David790,david790@hotmail.com,19,New York,139.63
Carol270,carol270@gmail.com,63,Austin,250.59
Quinn369,quinn369@mail.com,21,San Diego,87.61
Frank262,frank262@mail.com,24,Miami,338.69
David234,david234@gmail.com,65,New York,26.8
Alice251,alice251@outlook.com,20,San Diego,194.57
Eve184,eve184@hotmail.com,20,New York,116.14
Hank427,hank427@outlook.com,64,New York,413.87
Sam382,sam382@gmail.com,25,New York,93.78
Quinn48,quinn48@hotmail.com,43,Los Angeles,433.69
Jack336,jack336@hotmail.com,23,New York,8.94
Grace299,grace299@outlook.com,54,Boston,371.09
Hank476,hank476@hotmail.com,41,Austin,498.9
Grace751,grace751@yahoo.com,52,Boston,79.53
Ned25,ned25@outlook.com,32,New York,319.79
Alice974,alice974@hotmail.com,39,New York,425.26
Jack107,jack107@yahoo.com,31,New York,212.81
Bob996,bob996@outlook.com,27,Seattle,51.05
Hank919,hank919@outlook.com,51,Dallas,231.94
Carol595,carol595@yahoo.com,24,New York,320.42
Mona77,mona77@gmail.com,55,Austin,220.32
Eve243,eve243@outlook.com,36,Phoenix,463.39
Mona718,mona718@outlook.com,65,New York,229.12
Hank77,hank77@mail.com,30,Chicago,58.94
David169,david169@outlook.com,46,San Diego,206.22
Rose367,rose367@outlook.com,31,San Diego,234.36
David93,david93@outlook.com,28,Boston,414.06
Tina42,tina42@outlook.com,31,Denver,78.42
Hank992,hank992@mail.com,40,Dallas,29.23
Jack267,jack267@hotmail.com,29,New York,428.03
Rose767,rose767@gmail.com,53,Houston,233.71
Eve125,eve125@yahoo.com,18,New York,69.7
Mona382,mona382@gmail.com,61,New York,293.25
Iris940,iris940@gmail.com,22,New York,102.89
Olive829,olive829@outlook.com,26,Los Angeles,65.65
Olive52,olive52@mail.com,28,Miami,219.41
Mona509,mona509@hotmail.com,19,Dallas,90.54
Grace931,grace931@outlook.com,29,Phoenix,225.78
Eve36,eve36@mail.com,57,Austin,126.66
Jack511,jack511@mail.com,44,Miami,242.12
Carol287,carol287@hotmail.com,42,Chicago,103.73
Quinn256,quinn256@mail.com,58,Boston,398.45
Mona801,mona801@hotmail.com,63,New York,274.54
Paul353,paul353@outlook.com,54,New York,197.25
Frank27,frank27@yahoo.com,38,Austin,19.51
Iris60,iris60@outlook.com,48,New York,384.59
Hank998,hank998@yahoo.com,28,Los Angeles,330.15
Iris547,iris547@yahoo.com,65,New York,289.97
Mona364,mona364@yahoo.com,29,Chicago,298.3
Leo936,leo936@outlook.com,55,New York,474.04
Sam146,sam146@hotmail.com,54,Houston,273.35
Frank503,frank503@gmail.com,20,Los Angeles,120.15
Hank21,hank21@gmail.com,51,San Diego,169.21
Tina207,tina207@yahoo.com,26,New York,459.8
Karen61,karen61@mail.com,19,Chicago,353.82
Eve793,eve793@mail.com,25,Denver,431.03
Carol383,carol383@hotmail.com,63,New York,295.08
Karen310,karen310@yahoo.com,38,Chicago,367.51
Ned811,ned811@outlook.com,58,San Diego,91.23
Rose711,rose711@outlook.com,57,Boston,115.5
Sam835,sam835@outlook.com,29,Dallas,368.33
Jack131,jack131@gmail.com,29,Seattle,474.65
Sam401,sam401@yahoo.com,54,New York,303.18
Tina227,tina227@gmail.com,58,Austin,468.66
Eve340,eve340@yahoo.com,65,Los Angeles,176.67
Karen172,karen172@gmail.com,58,Miami,411.72
Karen458,karen458@yahoo.com,18,Phoenix,128.52
Carol359,carol359@gmail.com,34,Boston,361.6
Bob396,bob396@hotmail.com,46,Seattle,484.71
Ned505,ned505@mail.com,42,New York,190.8
Paul808,paul808@yahoo.com,54,New York,85.51
Carol819,carol819@gmail.com,20,Phoenix,162.76
David76,david76@hotmail.com,39,Chicago,84.65
Carol561,carol561@mail.com,23,New York,492.71
Paul722,paul722@yahoo.com,19,Dallas,305.62
Ned161,ned161@outlook.com,21,Los Angeles,106.75
Grace420,grace420@mail.com,62,New York,136.31
Jack305,jack305@gmail.com,33,Los Angeles,199.49
Rose861,rose861@gmail.com,49,Chicago,183.61
Ned90,ned90@mail.com,36,Denver,242.76
David27,david27@outlook.com,31,Chicago,488.64
Paul865,paul865@hotmail.com,25,Phoenix,238.12
Iris94,iris94@hotmail.com,59,New York,96.52
Mona379,mona379@gmail.com,29,San Diego,135.33
Olive270,olive270@outlook.com,32,Denver,284.3
Eve771,eve771@gmail.com,62,New York,47.43
Leo828,leo828@mail.com,52,Dallas,117.62
Bob861,bob861@mail.com,42,Denver,212.22
Rose704,rose704@yahoo.com,48,Austin,240.75
Carol405,carol405@mail.com,63,New York,287.75
Quinn820,quinn820@mail.com,54,New York,77.99
Olive178,olive178@yahoo.com,28,Houston,67.46
Ned81,ned81@yahoo.com,61,Dallas,498.65
Eve855,eve855@outlook.com,56,Phoenix,455.85
Carol90,carol90@hotmail.com,42,New York,278.27
Iris533,iris533@gmail.com,47,Miami,394.34
Tina602,tina602@hotmail.com,51,Boston,60.7
Eve152,eve152@mail.com,54,Austin,380.4
David948,david948@gmail.com,24,Austin,393.94
Rose902,rose902@hotmail.com,40,Miami,135.75
Paul586,paul586@gmail.com,56,San Diego,90.24
Mona148,mona148@hotmail.com,57,Austin,24.2
Karen708,karen708@hotmail.com,33,New York,460.81
Leo21,leo21@outlook.com,39,Denver,158.92
Paul879,paul879@gmail.com,62,New York,486.39
Hank138,hank138@hotmail.com,37,Seattle,388.15
Karen276,karen276@mail.com,64,Dallas,324.55
Grace453,grace453@hotmail.com,31,Miami,371.77
Quinn889,quinn889@gmail.com,41,Denver,260.06
Frank68,frank68@mail.com,37,Seattle,204.68
Quinn901,quinn901@yahoo.com,54,New York,100.42
Grace858,grace858@gmail.com,21,Houston,230.94
Leo722,leo722@outlook.com,30,Phoenix,412.64
Quinn407,quinn407@gmail.com,58,Miami,342.18
Hank382,hank382@hotmail.com,49,Austin,92.9
Paul601,paul601@outlook.com,53,New York,85.94
Iris767,iris767@outlook.com,62,Los Angeles,18.59
Bob167,bob167@yahoo.com,54,Boston,429.27
Hank694,hank694@hotmail.com,31,Phoenix,259.07
Alice486,alice486@yahoo.com,26,New York,302.57
Alice230,alice230@outlook.com,34,Austin,357.81
Iris434,iris434@outlook.com,42,Denver,232.2
Grace478,grace478@mail.com,37,New York,413.03
Mona599,mona599@mail.com,24,New York,499.72
Leo575,leo575@mail.com,59,Austin,144.93
David494,david494@outlook.com,22,New York,322.09
Iris268,iris268@outlook.com,59,Seattle,98.24
Quinn784,quinn784@gmail.com,33,Miami,403.69
Tina414,tina414@yahoo.com,60,New York,362.04
Paul303,paul303@hotmail.com,34,Miami,205.28
Bob598,bob598@yahoo.com,63,Austin,174.87
Hank703,hank703@hotmail.com,52,New York,453.73
Leo520,leo520@yahoo.com,37,Denver,421.12
Rose186,rose186@hotmail.com,36,Los Angeles,68.33
Iris743,iris743@yahoo.com,53,Boston,473.73
Karen671,karen671@outlook.com,23,Houston,115.55
Jack431,jack431@outlook.com,39,New York,294.86
Olive872,olive872@gmail.com,25,San Diego,433.86
Sam595,sam595@hotmail.com,57,Los Angeles,445.27
Quinn123,quinn123@mail.com,61,Dallas,152.69
Bob892,bob892@yahoo.com,27,Chicago,174.62
Sam915,sam915@outlook.com,47,Chicago,431.89
Frank798,frank798@outlook.com,23,San Diego,317.36
Frank321,frank321@gmail.com,58,New York,228.77
Grace780,grace780@yahoo.com,28,Austin,247.34
Carol133,carol133@hotmail.com,57,Dallas,204.68
Paul393,paul393@mail.com,18,New York,103.71
Leo973,leo973@outlook.com,18,Miami,379.64
Quinn196,quinn196@gmail.com,19,New York,315.21
Hank232,hank232@outlook.com,62,Miami,159.49
David393,david393@outlook.com,50,Austin,87.67
Bob306,bob306@mail.com,36,San Diego,300.2
Karen445,karen445@outlook.com,61,Chicago,498.09
Paul368,paul368@hotmail.com,30,Chicago,14.47
Hank745,hank745@gmail.com,26,Houston,296.9
Frank127,frank127@gmail.com,41,Seattle,190.72
Iris790,iris790@gmail.com,52,Austin,298.99
Bob678,bob678@gmail.com,24,New York,28.88
David427,david427@gmail.com,46,Dallas,275.9
Paul719,paul719@gmail.com,27,Houston,154.05
David679,david679@mail.com,51,Phoenix,304.79
Eve429,eve429@mail.com,24,New York,63.28
David804,david804@yahoo.com,24,San Diego,306.46
Iris852,iris852@outlook.com,51,Houston,353.2
Jack165,jack165@hotmail.com,20,New York,455.63
Paul339,paul339@gmail.com,33,New York,337.46
David856,david856@hotmail.com,54,New York,78.83
Carol799,carol799@gmail.com,50,Los Angeles,452.87
Hank468,hank468@hotmail.com,36,Phoenix,29.79
Frank896,frank896@outlook.com,20,Denver,183.31
Karen437,karen437@gmail.com,65,Los Angeles,426.37
Bob10,bob10@yahoo.com,26,New York,167.69
Olive979,olive979@gmail.com,57,Phoenix,189.45
Karen188,karen188@hotmail.com,25,Dallas,481.34
Iris856,iris856@hotmail.com,42,Seattle,400.95
Frank116,frank116@gmail.com,26,Seattle,490.88
Frank107,frank107@mail.com,44,Miami,243.92
Sam695,sam695@mail.com,46,Chicago,192.98
Leo627,leo627@yahoo.com,19,Denver,244.12
Paul116,paul116@gmail.com,44,San Diego,36.35
Karen13,karen13@mail.com,63,Denver,384.93
Sam742,sam742@outlook.com,54,Houston,261.95
Tina98,tina98@yahoo.com,45,New York,243.56
Mona153,mona153@mail.com,53,Miami,32.01
Frank518,frank518@hotmail.com,48,Denver,435.36
Carol770,carol770@yahoo.com,49,New York,168.79
Iris52,iris52@mail.com,50,Houston,323.44
Mona837,mona837@hotmail.com,33,Los Angeles,224.87
Sam459,sam459@hotmail.com,23,Denver,226.3
David510,david510@gmail.com,65,New York,55.81
Ned37,ned37@gmail.com,53,New York,413.82
Tina987,tina987@outlook.com,57,New York,445.6
Rose212,rose212@hotmail.com,59,New York,475.43
Leo846,leo846@yahoo.com,21,Denver,422.94
Karen574,karen574@hotmail.com,57,Austin,359.75
Leo734,leo734@gmail.com,46,Los Angeles,380.86
Hank3,hank3@outlook.com,39,New York,276.11
Leo719,leo719@yahoo.com,24,New York,248.75
Ned110,ned110@yahoo.com,34,Austin,97.83
Mona221,mona221@yahoo.com,47,Denver,359.81
David776,david776@mail.com,44,New York,65.99
Olive469,olive469@mail.com,60,Austin,71.64
Paul5,paul5@gmail.com,51,Seattle,278.85
Ned859,ned859@mail.com,55,San Diego,391.64
Frank709,frank709@yahoo.com,55,Chicago,56.26
Tina621,tina621@hotmail.com,38,New York,212.24
Tina938,tina938@yahoo.com,62,Boston,140.43
Karen994,karen994@yahoo.com,36,San Diego,73.4
Tina717,tina717@outlook.com,65,New York,422.32
Rose882,rose882@mail.com,38,Seattle,318.13
Grace215,grace215@outlook.com,57,Seattle,344.87
Eve728,eve728@mail.com,59,Chicago,273.53
Karen728,karen728@outlook.com,25,Boston,283.33
Sam585,sam585@hotmail.com,60,Seattle,338.75
Rose293,rose293@gmail.com,45,Boston,263.75
Alice391,alice391@gmail.com,27,New York,103.95
Frank294,frank294@yahoo.com,61,Phoenix,420.49
Jack209,jack209@outlook.com,52,New York,407.94
David631,david631@mail.com,61,Seattle,433.1
Rose399,rose399@outlook.com,33,New York,348.0
Bob949,bob949@hotmail.com,42,Dallas,478.57
Karen990,karen990@gmail.com,53,New York,373.12
Grace636,grace636@yahoo.com,46,Denver,456.19
Leo774,leo774@mail.com,55,New York,102.25
Grace302,grace302@gmail.com,46,Chicago,97.55
Frank753,frank753@hotmail.com,50,Los Angeles,25.11
Iris570,iris570@yahoo.com,34,Chicago,294.07
Iris6,iris6@yahoo.com,39,San Diego,24.77
Karen612,karen612@mail.com,21,Boston,422.35
Jack503,jack503@outlook.com,54,New York,41.08
Karen539,karen539@mail.com,32,Chicago,38.75
Quinn164,quinn164@mail.com,44,New York,204.69
Leo227,leo227@outlook.com,31,New York,168.88
Jack224,jack224@hotmail.com,57,New York,498.33
Alice118,alice118@hotmail.com,60,New York,123.97
Tina941,tina941@gmail.com,57,Houston,342.86
Karen391,karen391@outlook.com,25,Dallas,272.42
Jack26,jack26@outlook.com,51,Denver,259.58
Quinn457,quinn457@outlook.com,49,New York,449.65
Grace329,grace329@gmail.com,50,Los Angeles,87.86
Rose547,rose547@gmail.com,18,New York,109.34
Grace886,grace886@gmail.com,61,Dallas,106.76
Ned663,ned663@yahoo.com,22,Seattle,16.76
Karen39,karen39@gmail.com,23,Los Angeles,93.11
Iris572,iris572@yahoo.com,22,Austin,455.94
Ned398,ned398@hotmail.com,46,New York,219.35
Alice399,alice399@mail.com,61,Los Angeles,7.92
Tina65,tina65@gmail.com,65,Austin,351.94
Carol367,carol367@outlook.com,50,Los Angeles,394.51
Jack622,jack622@hotmail.com,23,Phoenix,193.8
Alice486,alice486@yahoo.com,28,New York,72.51
Mona816,mona816@yahoo.com,52,Phoenix,152.54
Leo981,leo981@mail.com,18,New York,74.98
Bob6,bob6@hotmail.com,54,Austin,270.89
Carol313,carol313@outlook.com,31,Seattle,109.81
Quinn146,quinn146@yahoo.com,28,Chicago,310.36
Iris199,iris199@mail.com,25,Chicago,426.86
Rose473,rose473@gmail.com,59,New York,148.87
Carol257,carol257@mail.com,24,Houston,246.16
Karen366,karen366@yahoo.com,26,New York,54.52
Tina72,tina72@hotmail.com,30,New York,228.07
Tina676,tina676@mail.com,37,Seattle,80.44
Sam374,sam374@yahoo.com,38,Dallas,7.39
Hank805,hank805@hotmail.com,32,Seattle,141.96
Leo138,leo138@outlook.com,61,Seattle,439.55
Olive457,olive457@outlook.com,40,Boston,246.05
David180,david180@gmail.com,59,Austin,421.69
Eve913,eve913@outlook.com,52,Houston,368.1
Carol745,carol745@gmail.com,22,Miami,425.55
Alice833,alice833@hotmail.com,55,Austin,385.75
Grace929,grace929@outlook.com,20,New York,274.02
Rose484,rose484@yahoo.com,59,Boston,186.08
Hank913,hank913@outlook.com,55,Seattle,71.27
Quinn523,quinn523@outlook.com,23,Dallas,253.57
Hank869,hank869@yahoo.com,57,New York,379.82
Eve457,eve457@mail.com,28,Chicago,474.61
Eve754,eve754@outlook.com,64,San Diego,25.01
Paul238,paul238@outlook.com,22,Phoenix,120.84
Grace531,grace531@hotmail.com,41,Dallas,459.36
Bob41,bob41@gmail.com,59,New York,353.35
Quinn649,quinn649@outlook.com,35,Denver,291.42
Sam179,sam179@hotmail.com,42,New York,185.82
Carol530,carol530@yahoo.com,34,Dallas,260.6
Leo837,leo837@hotmail.com,40,San Diego,444.15
Alice514,alice514@yahoo.com,26,San Diego,118.85
Quinn659,quinn659@yahoo.com,35,Houston,97.52
Leo617,leo617@gmail.com,63,Denver,332.25
Ned831,ned831@gmail.com,39,Seattle,243.35
Paul491,paul491@yahoo.com,31,Austin,325.39
Ned23,ned23@yahoo.com,33,New York,288.88
Frank138,frank138@gmail.com,58,New York,445.94
Eve58,eve58@yahoo.com,28,Phoenix,260.74
Mona614,mona614@gmail.com,54,New York,439.86
Jack970,jack970@hotmail.com,23,Houston,305.23
Paul889,paul889@yahoo.com,48,Chicago,416.03
Tina147,tina147@yahoo.com,55,Denver,313.49
Quinn271,quinn271@outlook.com,28,Seattle,461.56
Tina605,tina605@hotmail.com,22,Houston,195.8
David17,david17@mail.com,30,New York,343.76
Eve621,eve621@hotmail.com,24,Chicago,451.3
Tina40,tina40@gmail.com,52,New York,51.13
Eve924,eve924@gmail.com,56,New York,449.0
Ned535,ned535@gmail.com,44,New York,350.33
Ned235,ned235@hotmail.com,48,Boston,178.51
Sam101,sam101@outlook.com,45,Chicago,241.18
Hank932,hank932@mail.com,23,Phoenix,439.0
Ned264,ned264@gmail.com,30,New York,291.1
David533,david533@yahoo.com,18,Dallas,345.44
Karen419,karen419@yahoo.com,41,Los Angeles,215.91
Sam260,sam260@mail.com,34,Denver,214.66
Leo627,leo627@hotmail.com,35,New York,378.71
Ned566,ned566@yahoo.com,53,San Diego,188.26
Rose496,rose496@mail.com,34,Phoenix,175.46
Mona754,mona754@gmail.com,26,Denver,375.17
Olive802,olive802@gmail.com,62,Chicago,111.16
Mona805,mona805@mail.com,39,Boston,308.94
Bob165,bob165@gmail.com,42,New York,403.16
Eve483,eve483@gmail.com,56,Dallas,36.72
Hank380,hank380@gmail.com,23,Austin,363.62
Mona629,mona629@outlook.com,59,New York,357.24
Tina59,tina59@hotmail.com,29,New York,222.29
Grace871,grace871@mail.com,60,Miami,146.57
Bob803,bob803@mail.com,56,New York,350.73
Tina174,tina174@outlook.com,61,New York,123.43
Alice162,alice162@hotmail.com,23,Phoenix,179.8
Mona416,mona416@mail.com,55,Houston,12.61
Carol942,carol942@outlook.com,23,New York,364.44
Rose937,rose937@outlook.com,55,New York,481.83
Iris232,iris232@hotmail.com,56,Houston,465.21
Sam5,sam5@hotmail.com,34,Chicago,255.59
Rose75,rose75@outlook.com,50,Phoenix,473.77
Quinn980,quinn980@mail.com,34,Miami,407.51
Sam257,sam257@hotmail.com,62,San Diego,283.77
Hank776,hank776@hotmail.com,39,Boston,342.39
Sam883,sam883@gmail.com,19,San Diego,132.62
Mona649,mona649@yahoo.com,32,New York,401.08
Ned979,ned979@mail.com,40,New York,9.81
Iris255,iris255@hotmail.com,36,Los Angeles,338.48
Karen78,karen78@yahoo.com,53,Miami,240.89
Leo224,leo224@yahoo.com,54,Phoenix,473.82
Grace511,grace511@yahoo.com,65,Houston,369.04
Iris212,iris212@yahoo.com,32,Houston,418.99
Leo160,leo160@gmail.com,24,Los Angeles,339.53
Paul629,paul629@mail.com,18,Boston,479.21
Paul381,paul381@hotmail.com,57,New York,449.57
Sam890,sam890@yahoo.com,35,San Diego,492.28
Quinn287,quinn287@mail.com,43,Houston,68.48
Quinn819,quinn819@mail.com,45,San Diego,21.12
Leo404,leo404@yahoo.com,61,Boston,231.31
David716,david716@outlook.com,51,San Diego,346.16
Alice691,alice691@mail.com,31,Dallas,54.87
Leo628,leo628@mail.com,34,Chicago,135.11
Iris483,iris483@outlook.com,57,New York,96.04
Ned216,ned216@outlook.com,44,Seattle,185.71
Mona287,mona287@mail.com,46,Chicago,69.91
Sam703,sam703@gmail.com,32,Denver,361.8
Hank569,hank569@hotmail.com,45,Denver,102.05
Eve485,eve485@hotmail.com,18,Chicago,252.3
Quinn547,quinn547@hotmail.com,64,New York,153.52
Rose880,rose880@hotmail.com,54,New York,53.99
Frank62,frank62@outlook.com,31,Denver,240.89
David461,david461@outlook.com,65,New York,183.68
Rose571,rose571@gmail.com,34,New York,208.82
Leo889,leo889@yahoo.com,61,Austin,290.54
Rose179,rose179@outlook.com,36,New York,338.23
Paul794,paul794@gmail.com,65,San Diego,193.63
Jack475,jack475@yahoo.com,58,Chicago,322.09
Karen432,karen432@mail.com,58,Austin,205.36
Carol82,carol82@yahoo.com,28,New York,160.17
Jack728,jack728@hotmail.com,35,Austin,139.27
Olive800,olive800@mail.com,41,Seattle,262.86
Olive424,olive424@gmail.com,28,Chicago,66.89
Hank678,hank678@gmail.com,34,Seattle,109.23
Mona106,mona106@hotmail.com,24,Los Angeles,276.47
Alice790,alice790@gmail.com,43,New York,56.44
Tina160,tina160@hotmail.com,23,New York,158.14
Hank756,hank756@yahoo.com,36,San Diego,69.98
Frank30,frank30@outlook.com,20,New York,430.88
Karen885,karen885@mail.com,48,San Diego,467.75
